label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
gripper,655,677,115,134,288.png,1440,900
gripper,653,708,113,130,290.png,1440,900
gripper,647,698,123,134,292.png,1440,900
gripper,657,631,115,128,294.png,1440,900
gripper,655,551,121,140,296.png,1440,900
gripper,663,709,109,132,298.png,1440,900
gripper,774,506,119,151,30.png,1440,900
gripper,651,713,123,136,300.png,1440,900
gripper,712,623,115,126,302.png,1440,900
gripper,770,514,123,132,304.png,1440,900
gripper,766,510,121,130,306.png,1440,900
gripper,768,512,115,128,308.png,1440,900
gripper,777,514,107,128,310.png,1440,900
gripper,774,520,111,128,312.png,1440,900
gripper,770,516,117,130,314.png,1440,900
gripper,772,514,113,134,316.png,1440,900
gripper,776,516,111,126,318.png,1440,900
gripper,777,518,111,126,32.png,1440,900
gripper,777,514,111,130,320.png,1440,900
gripper,774,514,115,132,322.png,1440,900
gripper,741,574,107,117,324.png,1440,900
gripper,680,677,111,132,326.png,1440,900
gripper,663,709,103,134,328.png,1440,900
gripper,657,709,115,128,330.png,1440,900
gripper,659,704,115,136,332.png,1440,900
gripper,653,715,119,126,334.png,1440,900
gripper,651,713,119,132,336.png,1440,900
gripper,651,709,119,132,338.png,1440,900
gripper,772,520,115,128,34.png,1440,900
gripper,659,702,115,140,340.png,1440,900
gripper,663,708,113,126,342.png,1440,900
gripper,699,629,107,130,344.png,1440,900
gripper,747,572,103,119,346.png,1440,900
gripper,772,516,115,130,348.png,1440,900
gripper,776,518,123,126,350.png,1440,900
gripper,770,528,121,117,352.png,1440,900
gripper,774,526,109,115,354.png,1440,900
gripper,777,520,103,128,356.png,1440,900
gripper,779,524,103,123,358.png,1440,900
gripper,777,522,105,126,36.png,1440,900
gripper,776,512,109,132,360.png,1440,900
gripper,777,522,111,124,362.png,1440,900
gripper,772,522,113,123,364.png,1440,900
gripper,777,522,107,123,366.png,1440,900
gripper,777,524,105,121,368.png,1440,900
gripper,776,518,113,124,370.png,1440,900
gripper,779,522,109,128,372.png,1440,900
gripper,777,524,111,121,374.png,1440,900
gripper,774,526,109,123,376.png,1440,900
gripper,779,528,103,119,378.png,1440,900
gripper,774,526,109,117,38.png,1440,900
gripper,754,552,103,132,380.png,1440,900
gripper,701,623,124,77,382.png,1440,900
gripper,657,706,113,134,384.png,1440,900
gripper,663,713,109,126,386.png,1440,900
gripper,653,709,121,128,388.png,1440,900
gripper,661,708,107,134,390.png,1440,900
gripper,663,702,111,134,392.png,1440,900
gripper,664,700,109,142,394.png,1440,900
gripper,693,648,113,126,396.png,1440,900
gripper,776,518,111,132,398.png,1440,900
gripper,776,602,115,67,4.png,1440,900
gripper,774,514,111,126,40.png,1440,900
gripper,777,522,109,117,400.png,1440,900
gripper,774,520,109,126,402.png,1440,900
gripper,768,516,121,130,404.png,1440,900
gripper,772,512,115,132,406.png,1440,900
gripper,770,514,119,138,408.png,1440,900
gripper,766,520,119,124,410.png,1440,900
gripper,776,520,113,126,42.png,1440,900
gripper,774,522,109,130,44.png,1440,900
gripper,776,518,109,128,46.png,1440,900
gripper,770,508,117,142,48.png,1440,900
gripper,774,516,113,124,50.png,1440,900
gripper,770,522,109,123,52.png,1440,900
gripper,772,518,121,132,54.png,1440,900
gripper,770,528,115,123,56.png,1440,900
gripper,764,572,124,88,58.png,1440,900
gripper,768,537,134,115,6.png,1440,900
gripper,770,606,132,63,60.png,1440,900
gripper,770,529,132,126,64.png,1440,900
gripper,774,518,123,128,66.png,1440,900
gripper,762,520,126,126,68.png,1440,900
gripper,691,524,117,126,70.png,1440,900
gripper,647,516,124,126,72.png,1440,900
gripper,664,506,115,144,74.png,1440,900
gripper,657,574,121,130,76.png,1440,900
gripper,657,642,111,128,78.png,1440,900
gripper,774,512,121,136,8.png,1440,900
gripper,657,708,109,130,80.png,1440,900
gripper,663,696,113,144,82.png,1440,900
gripper,657,656,115,140,84.png,1440,900
gripper,664,581,109,149,86.png,1440,900
gripper,661,505,117,147,88.png,1440,900
gripper,663,510,107,142,90.png,1440,900
gripper,682,510,123,128,92.png,1440,900
gripper,743,526,121,121,94.png,1440,900
gripper,774,518,117,128,96.png,1440,900
gripper,772,520,115,128,98.png,1440,900
